"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
1599;"LE RUISSEAU D'AUCHY A FERRIERES-EN-BRAY 3";"03174825";608842,87;6931913,3;78667;2013-09-20;0,105;NA;0,47;3,86;3,35;54;NA;0,53;NA;"";"absence";"absence";NA;"";"2009-2016";"AQUABIO";"Auchy";15;NA;NA;NA;NA;NA;0,677;2,881;3,207;0,317;0,238;0,211;10,058;19,025;1,605;3,722;4,238;0,599;0,437;0,381;6,389;1,983;0,37;0,268;0,003;0,105;0,435;0,555;0,149;0,234;0,602;100,271;0,114;0,527;2;0,108;30;15;0;1;53,191;36,17;10,638;1,722;21,38;0;9;"TABLES CALCAIRES";0;1,04;0,986;5,127;1,377;0;-0,391;0,048;-0,459;-0,445;-2,15;-0,73;-1,496;0,125;-0,972;-1,309;-2,669;-1,61;8,181;"TABLES CALCAIRES";"fort"
1600;"LE DOUET A GRANDCOURT 1";"03209485";591458;6980485;79123;2013-09-20;0,085;NA;0,4;3,06;2,88;43;NA;2;NA;"";"semi-continue";"isolée";NA;"";"2009-2016";"AQUABIO";"Douet";15;NA;NA;NA;NA;NA;1,038;3,099;3,535;0,423;0,342;0,295;7,852;4,133;2,07;3,455;4,146;0,739;0,606;0,5;4,798;9,818;0,241;0,32;0,003;0,113;0,328;0,575;0,167;0,119;0,74;100,274;0,049;1,414;5;0,055;30;12;0,072;4;32,5;62,5;5;1,943;32,06;0;9;"TABLES CALCAIRES";0;1,1;1,016;19,934;5,769;0;-0,589;-0,277;-1,17;-0,32;-0,648;-0,688;-2,254;-0,727;-2,479;-0,941;-0,805;-1,518;8,723;"TABLES CALCAIRES";"fort"
1601;"LA VIMEUSE A GAMACHES 1";"03208483";596876;6988849;79122;2013-09-18;0,32;NA;0,5;4;3,7;56;NA;0,55;NA;"";"bosquets éparses";"continue";NA;"Absence de radier";"2009-2016";"AQUABIO";"Vimeuse";15;NA;NA;NA;NA;NA;1,93;3,619;4,206;0,771;0,535;0,459;4,739;11,887;3,374;4,134;5,061;1,148;0,821;0,67;3,617;3,613;0,72;0,453;0,005;0,203;0,378;0,484;0,117;0,215;1,15;100,364;0,076;0,952;5;0,052;30;2;0,231;4;77,982;19,266;2,752;1,215;92,75;0;9;"TABLES CALCAIRES";0;1;4,254;22,952;5,552;0;-0,734;-0,661;-1,346;-0,102;-1,483;-0,758;-2,808;-1,733;-2,853;-0,299;-1,84;-1,673;11,206;"TABLES CALCAIRES";"tres fort"
1604;"LA ROGUENETTE A SAINT-PREST 1";"03188590";591869;6822028;78879;2013-09-05;0,051;NA;0,3;2,8;2,36;40;NA;0,5;NA;"";"bosquets éparses";"isolée";NA;"Absence de radier";"2009-2016";"AQUABIO";"Roguenette";14;NA;NA;NA;NA;NA;0,673;2,623;2,942;0,335;0,258;0,229;7,884;9,046;2,104;3,09;3,999;0,844;0,681;0,528;3,668;2,589;0,278;0,344;0,003;0,083;0,325;0,307;0,099;0,134;0,844;100,5;0,052;0,445;2;0,05;28;0;0,058;4;76,23;17,213;6,557;1,184;89,62;0,339;9;"TABLES CALCAIRES";0;1,01;0,686;3,365;1,089;0;-1,014;-0,643;-1,378;-0,403;-1,593;-1,213;-3,882;-1,687;-2,92;-1,184;-1,977;-2,676;14,326;"TABLES CALCAIRES";"tres fort"
1605;"LE LIGER A SENARPONT 2";"03207750";607683;6977535;79121;2013-09-20;0,2;NA;0,6;5,1;4,36;72;NA;6,25;NA;"";"isolée";"semi-continue";NA;"";"2009-2016";"AQUABIO";"Liger";15;14,68;59;88,16;1,209;24,214;1,073;4,48;4,714;0,388;0,248;0,231;13,804;6,268;2,571;5,416;5,933;0,694;0,482;0,434;8,343;26,634;0,731;0,29;0,003;0,15;0,625;0,91;0,168;0,291;0,698;100,087;0,136;8,497;4;0,172;30;6;0,072;1;33,628;58,407;7,965;1,946;122;0;9;"TABLES CALCAIRES";0;1,02;3,902;239,241;44,17;0;-0,547;0,149;-0,173;-0,662;1,066;-1,174;-2,094;0,391;-0,368;-1,947;1,323;-2,591;8,714;"TABLES CALCAIRES";"fort"
1606;"LA REMARDE A GALLARDON 1";"03189315";603945;6824972;78888;2013-09-04;0,1;NA;0,7;4,9;4,7;68,6;NA;0,53;NA;"";"continue";"continue";NA;"Absence de radier";"2009-2016";"AQUABIO";"Remarde";15;NA;NA;NA;NA;NA;1,23;3,965;4,224;0,455;0,309;0,288;9,229;8,097;3,562;5,073;5,781;0,979;0,707;0,616;5,242;3,204;0,481;0,411;0,004;0,154;0,513;0,827;0,163;0,138;0,98;100,507;0,053;0,505;3;0,192;30;0;0,469;4;100;0;0;0;86,78;0;9;"TABLES CALCAIRES";0;1;0,91;4,731;0,933;0;-0,509;-0,283;-0,027;-0,247;-1,548;-0,669;-1,947;-0,743;-0,058;-0,725;-1,922;-1,477;6,872;"TABLES CALCAIRES";"moyen"
1607;"LA VOISE A HOUX 1";"03189395";596930;6832297;78893;2013-09-05;0,207;NA;1,1;8,6;7,7;120;NA;0,04;NA;"";"absence";"continue";NA;"Absence de radier. Les fortes profondeurs et l'envasement important du cours d'eau entraînent une circulation difficile.";"2009-2016";"AQUABIO";"Voise";15;NA;NA;NA;NA;NA;4,957;6,865;7,665;1,155;0,723;0,646;6,033;8,831;8,474;8,184;9,412;1,633;1,038;0,902;5,041;0,354;0,442;0,64;0,006;0,373;0,531;0,706;0,086;0,053;1,633;100,476;0,017;0,021;2;0,044;30;9;0,072;4;96,117;0;3,883;1,169;454,87;0,022;9;"TABLES CALCAIRES";0;1,07;4,477;1,757;0,215;0;-0,536;-0,48;-1,666;-0,082;-3,42;-0,674;-2,052;-1,259;-3,532;-0,24;-4,246;-1,487;12,815;"TABLES CALCAIRES";"tres fort"
1608;"LA MALTORNE A COULOMBS 1";"03189900";593674;6841323;78901;2013-09-06;0,031;NA;0,8;5,6;5,5;78;NA;0,25;NA;"";"espacée-régulière";"continue";NA;"Absence de radier. Envasement important.";"2009-2016";"AQUABIO";"Maltorne";15;NA;NA;NA;NA;NA;2,056;5,475;5,774;0,578;0,384;0,361;10,148;1,882;3,655;6,258;6,735;0,854;0,59;0,545;7,573;1,338;0,073;0,335;0,003;0,187;0,504;0,837;0,134;0,02;0,854;100,266;0,008;0,029;3;0,168;30;0;0,671;2;78,862;16,26;4,878;0,823;54,79;0,151;9;"TABLES CALCAIRES";0;1,13;1,102;2,703;0,432;0;-0,159;0,128;-0,116;-0,288;-2,497;-0,401;-0,607;0,336;-0,246;-0,846;-3,1;-0,885;6,02;"TABLES CALCAIRES";"moyen"
1609;"COUASNON à GEE";"04104200";455442;6710815;72396;2015-08-24;0,21;NA;0,75;6,8;5,2;95;NA;2,5;NA;"";"absence";"absence";"Contrôle de surveillance des cours d'eau du bassin Loire, cours d'eau côtiers vendéens  et bretons";"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Couasnon";15;0,67;0,88;1,5;0,501;0,767;1,75;4,578;4,93;0,529;0,39;0,359;9,276;4,754;7,056;5,974;7,329;1,526;1,188;0,963;3,962;23,628;1,636;0,618;0,006;0,178;0,466;0,557;0,093;0,233;1,529;100,879;0,068;6,774;3;0,204;30;0;0;4;96,97;3,03;0;1,166;233,69;0,003;9;"TABLES CALCAIRES";0;1,07;11,7;286,942;48,032;0;-0,648;-0,657;-0,071;-0,01;0,429;-0,507;-2,479;-1,724;-0,15;-0,029;0,532;-1,118;6,032;"TABLES CALCAIRES";"moyen"
1610;"LA BLAISE A MAILLEBOIS 1";"03193510";562442;6838219;78939;2013-09-16;0,246;NA;1,06;9,92;7,43;139;NA;2,03;NA;"";"semi-continue";"semi-continue";NA;"";"2009-2016";"AQUABIO";"Blaise";15;23;40,5;61,32;0,853;27,061;1,399;7,574;7,644;0,269;0,187;0,185;29,408;12,007;9,188;10,057;10,808;1,135;0,917;0,852;8,883;16,963;4,466;0,457;0,005;0,083;0,458;1,68;0,167;0,497;1,148;100,738;0,166;9,091;5;0,05;30;0;0,541;2;38,655;54,622;6,723;1,847;73,06;1;9;"TABLES CALCAIRES";0;1,04;0,659;13,124;1,305;0;0,228;0,26;-1,366;-0,064;-0,279;0,369;0,873;0,683;-2,895;-0,187;-0,347;0,814;5,798;"TABLES CALCAIRES";"faible"
1611;"LE SAINT-LAURENT A HARFLEUR 1";"03219030";496834;6938672;79423;2013-09-17;0,579;NA;0,74;5,5;5,2;76,5;NA;0,6;NA;"";"semi-continue";"semi-continue";NA;"La station à été positionnée à l'aval du pont afin de s'affranchir des profondeurs trop importantes au niveau des murs de la maison. Absence de radier sur le tronçon.";"2009-2016";"AQUABIO";"Saint laurent";15;NA;NA;NA;NA;NA;3,349;4,819;5,612;0,959;0,694;0,594;5,091;9,986;6,718;5,6;6,911;1,604;1,206;0,975;3,506;5,74;1,616;0,669;0,007;0,253;0,359;0,674;0,12;0,243;1,607;100,625;0,071;1,721;6;0,108;30;13;0,115;4;59,596;36,364;4,04;1,699;47,52;0;9;"TABLES CALCAIRES";0;1,1;1,008;5,933;1,059;0;-0,226;-0,628;-0,536;0,372;-1,683;0,282;-0,865;-1,648;-1,136;1,095;-2,089;0,622;7,456;"TABLES CALCAIRES";"moyen"
1612;"LA VOISE A OINVILLE-SOUS-AUNEAU 1";"03189167";606860;6820642;78887;2013-09-03;0,03;NA;0,8;6;5,6;84;NA;0,12;NA;"";"continue";"continue";NA;"Cours d'eau totalement envasé. Absence de radier.";"2009-2016";"AQUABIO";"Voise";15;NA;NA;NA;NA;NA;0,534;4,448;4,528;0,207;0,12;0,118;23,416;21,339;2,563;5,67;5,997;0,607;0,456;0,432;9,478;0,509;0,342;0,251;0,003;0,071;0,621;1,059;0,187;0,136;0,608;100,396;0,065;0,073;3;0,056;30;0;1,299;2;100;0;0;0,111;130,5;0;9;"TABLES CALCAIRES";0;1,05;0,813;0,957;0,169;0;-0,522;0,27;-1,298;-0,81;-2,858;-1,213;-1,998;0,708;-2,752;-2,381;-3,548;-2,676;14,064;"TABLES CALCAIRES";"tres fort"
1613;"L'AUBETTE A SAINT-LEGER-DU-BOURG-DENIS 1";"03201000";565997;6927487;79014;2013-09-18;0,226;NA;0,5;3,5;3,5;49,5;NA;1,1;NA;"";"continue";"absence";NA;"Mesures de granulométrie réalisées sur le plat courant.";"2009-2016";"AQUABIO";"Aubette";15;12;20;36,16;0,88;14,45;0,789;3,109;3,496;0,311;0,259;0,228;10,607;23,178;2,735;3,59;4,401;0,896;0,765;0,623;4,046;6,724;1,534;0,396;0,004;0,073;0,282;0,507;0,141;0,57;0,913;100,575;0,209;4,694;4;0,043;30;30;0,144;4;14,894;79,787;5,319;1,853;78,52;0;9;"TABLES CALCAIRES";0;1,12;1,652;17,827;4,966;0;-0,824;-0,533;-1,514;-0,315;-0,861;-0,881;-3,154;-1,397;-3,21;-0,926;-1,069;-1,944;11,699;"TABLES CALCAIRES";"tres fort"
1614;"LA LIEURE A MENESQUEVILLE 2";"03179740";584008,14;6919852,75;78795;2013-09-18;0,55;NA;0,93;6,6;6,5;92,4;NA;0,1;NA;"";"semi-continue";"bosquets éparses";NA;"";"2009-2016";"AQUABIO";"Lieure";15;NA;NA;NA;NA;NA;5,163;6,598;7,447;1,123;0,793;0,695;6,019;13,574;8,224;7,518;8,721;1,56;1,107;0,946;4,893;0,928;1,076;0,625;0,006;0,331;0,42;1,456;0,194;0,133;1,561;100,434;0,04;0,146;3;0,177;30;0;0,487;2;88,785;10,28;0,935;0,833;149,13;0;9;"TABLES CALCAIRES";0;1,26;4,011;3,935;0,523;0;-0,281;-0,404;-0,166;0,106;-2,983;-0,117;-1,074;-1,059;-0,353;0,311;-3,703;-0,259;6,759;"TABLES CALCAIRES";"moyen"
1615;"LE RUISSEAU D'HALESCOURT A HAUSSEZ 1";"03174615";603030;6944251;78658;2013-09-20;0,164;NA;0,35;2,6;2,4;36,5;NA;0,83;NA;"Végétation surplombante";"continue";"isolée";NA;"Absence de radier sur le tronçon";"2009-2016";"AQUABIO";"Halescourt";15;NA;NA;NA;NA;NA;0,345;1,604;1,848;0,313;0,214;0,183;5,25;51,068;1,7;2,295;3,089;1,009;0,749;0,552;2,283;4,498;1,684;0,436;0,004;0,109;0,536;0,47;0,205;1,03;1,066;100,738;0,382;6,289;4;0,074;30;0;0,31;4;79,518;13,253;7,229;0,868;9,39;0;9;"TABLES CALCAIRES";0;1,07;0,497;4,047;1,763;0;-0,623;-0,903;-0,752;0,248;-2,055;-0,239;-2,385;-2,369;-1,594;0,729;-2,551;-0,528;10,157;"TABLES CALCAIRES";"tres fort"
1617;"LE FOUILLEBROC A MENESQUEVILLE 1";"03179690";585295;6918753;78791;2013-09-17;0,197;NA;0,7;6,2;5,2;87;NA;7,7;NA;"";"semi-continue";"semi-continue";NA;"";"2009-2016";"AQUABIO";"Fouillebroc";15;23;47;83;0,955;25,999;0,983;4,698;4,856;0,313;0,215;0,206;16,756;6,54;3,466;5,953;6,496;0,783;0,592;0,54;7,796;40,764;1,318;0,405;0,004;0,123;0,585;1,301;0,218;0,395;0,792;100,144;0,166;17,509;4;0,107;30;2;0,39;1;41,176;51,961;6,863;1,919;67,69;0;9;"TABLES CALCAIRES";0;1,21;1,998;150,923;25,351;0;-0,273;0,137;-0,591;-0,418;1,021;-0,566;-1,044;0,36;-1,253;-1,229;1,268;-1,249;6,403;"TABLES CALCAIRES";"moyen"
1618;"L'AUZON A COCLOIS 1";"03018675";798405;6821134;77936;2013-09-26;0,58;NA;1,1;10,8;7,9;150;NA;1,2;NA;"";"absence";"absence";"Réseau de contrôle de surveillance DCE complémentaire des eaux de surface du bassin Seine-Normandie";"Qualif incertaine
fiche terrain perdue
nombre de points trop important transect 2";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Auzon";14;14;24;38;0,757;16,31;2,168;9,351;9,466;0,356;0,232;0,229;29,673;20,653;18,31;12,773;14,084;1,777;1,441;1,3;7,251;15,309;15,607;0,643;0,006;0,145;0,658;1,776;0,139;0,865;1,816;101,375;0,231;14,655;4;0,054;28;0;0,072;4;21,875;71,875;6,25;2,106;277,85;0,042;9;"TABLES CALCAIRES";0;1,15;8,657;101,91;7,979;0;0,059;-0,07;-1,411;0,106;-0,231;0,356;0,227;-0,182;-2,991;0,312;-0,287;0,785;4,785;"TABLES CALCAIRES";"faible"
1619;"LE GAMBON A LES ANDELYS 1";"03182000";585911;6906460;78797;2014-09-15;0,329;NA;0,6;4,5;4,1;63;NA;5,8;NA;"";"isolée";"isolée";NA;"";"2009-2016";"AQUABIO";"Gambon";15;NA;NA;NA;NA;NA;1,503;3,569;4,108;0,551;0,421;0,364;6,484;5,634;3,592;4,49;5,605;1,083;0,803;0,638;4,139;36,274;1,142;0,475;0,005;0,092;0,205;0,886;0,197;0,33;1,088;100,355;0,118;15,064;4;0,047;30;21;0,029;4;35,87;60,87;3,261;1,57;101,72;0;9;"TABLES CALCAIRES";0;1;2,12;120,624;26,862;0;-0,679;-0,535;-1,455;-0,18;0,913;-0,744;-2,6;-1,402;-3,085;-0,528;1,133;-1,642;10,39;"TABLES CALCAIRES";"tres fort"
1620;"LA BROUISSERESSE A TANCARVILLE 1";"03185950";516462;6934800;78851;2014-09-17;0,384;NA;1,2;10;8,3;140;NA;0,1;NA;"";"absence";"isolée";NA;"Absence de radier sur le site";"2009-2016";"AQUABIO";"Brouisseresse";15;NA;NA;NA;NA;NA;3,986;8,284;8,646;0,858;0,485;0,463;9,913;16,095;14,576;11,377;12,631;1,948;1,289;1,155;5,878;1,133;2,582;0,719;0,007;0,267;0,588;1,916;0,168;0,18;1,95;101,085;0,051;0,228;4;0,149;30;0;0,014;1;96,581;3,419;0;0,185;11;0;9;"TABLES CALCAIRES";0;1,12;0,322;0,316;0,028;0;0,929;0,027;-0,061;0,872;-4,104;1,826;3,556;0,072;-0,129;2,565;-5,094;4,03;15,447;"TABLES CALCAIRES";"tres fort"
1628;"LE RAVILLON A CHAMPLAY 2";"03029290";733541;6761089;80488;2015-05-20;0,346;NA;0,66;7,25;4,65;101,5;NA;3,95;NA;"";"continue";"continue";NA;"Présence d'un chabot dans le cours d'eau";"2009-2016";"ASCONIT CONSULTANTS";"Ravillon";15;34,68;52;90;0,679;40,008;0,762;4,195;4,308;0,254;0,184;0,179;17,394;22,745;6,435;6,39;7,311;1,313;1,021;0,891;4,886;34,533;8,519;0,583;0,006;0,073;0,404;0,995;0,156;1,332;1,404;100,95;0,421;52,945;5;0,039;30;0;0,866;2;12,121;85,859;2,02;1,915;106,53;0;9;"TABLES CALCAIRES";0;1,07;3,6;139,498;21,83;0;-0,341;-0,373;-1,633;0,004;0,549;-0,186;-1,303;-0,979;-3,462;0,011;0,681;-0,409;6,846;"TABLES CALCAIRES";"moyen"
1641;"LE RU D'ERLANT A RUMILLY-LES-VAUDES 1";"03007351";789393;6780264;80461;2015-06-03;0,001;NA;0,3;3,25;1,95;45,7;NA;0,35;NA;"";"espacée-régulière";"espacée-régulière";NA;"Mesure de granulométrie sur le radier non réalisable car absence de radier sur le tronçon.
Débit seulement estimé car inférieur à 1 L/s.";"2009-2016";"ASCONIT CONSULTANTS";"Erlant";15;NA;NA;NA;NA;NA;0,15;1,488;1,531;0,133;0,09;0,088;12,922;1,805;0,866;2,957;3,153;0,441;0,293;0,274;6,822;0,94;0,012;0,181;0,002;0,061;0,604;0,272;0,092;0,015;0,441;100,3;0,009;0,014;3;0,04;30;0;0;1;100;0;0;0;8,56;0;9;"TABLES CALCAIRES";0;1,01;0,457;1,569;0,531;0;-0,341;0,2;-1,352;-0,56;-2,959;-0,865;-1,307;0,525;-2,866;-1,647;-3,673;-1,909;11,926;"TABLES CALCAIRES";"tres fort"
1642;"LE RU DE LA BICHE A APPOIGNY 1";"03027998";738500;6751617;80486;2015-05-20;0,002;NA;0,12;1,45;0,87;20,3;NA;11,3;NA;"";"continue";"continue";NA;"Estimation du débit à 2.5 L/s. Hauteurs d'eau et vitesse trop faibles.
Aucune mesure de granulométrie car absence de radier sur la station.";"2009-2016";"ASCONIT CONSULTANTS";"Biche";15;NA;NA;NA;NA;NA;0,12;0,886;1,031;0,199;0,129;0,108;5,284;0,864;0,518;1,363;1,9;0,544;0,38;0,27;2,583;29,941;0,02;0,219;0,002;0,104;0,761;0,163;0,119;0,04;0,544;100,23;0,021;1,641;1;0,331;30;0;1,299;2;100;0;0;0,596;5,16;0;9;"TABLES CALCAIRES";0;1,02;0,373;41,348;30,346;0;-0,962;-0,723;0,814;-0,245;0,298;-1,113;-3,681;-1,896;1,725;-0,721;0,37;-2,455;10,849;"TABLES CALCAIRES";"tres fort"
1643;"LE RUISSEAU BOURDON A SAINT-FARGEAU 1";"03051765";706145;6725297;80519;2015-05-21;0,155;NA;0,85;7,7;6;107,5;NA;0,47;NA;"";"continue";"semi-continue";NA;"75 mesures de granulométrie car radier trop petit.";"2009-2016";"ASCONIT CONSULTANTS";"Bourdon";15;11;20;37,48;1,08;14,012;1,153;4,834;5,02;0,333;0,245;0,235;17,204;16,292;5,487;6,06;6,944;1,121;0,91;0,791;5,498;3,648;1,658;0,448;0,004;0,111;0,473;0,757;0,125;0,304;1,125;100,767;0,102;1,278;3;0,108;30;1;0,595;2;38,384;61,616;0;1,746;48,27;0;9;"TABLES CALCAIRES";0;1,11;2,266;10,448;1,724;0;-0,152;-0,18;-0,545;0,011;-1,92;0,072;-0,582;-0,472;-1,155;0,031;-2,384;0,158;4,782;"TABLES CALCAIRES";"faible"
1688;"LA VOIRE A THILLEUX 2";"03022114";835434;6814926;84477;2012-10-08;0,317;NA;0,87;9,4;6,1;132;NA;2,008;NA;"";"semi-continue";"semi-continue";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Voire";15;32,84;41,5;52;0,349;36,046;2,031;6,239;6,528;0,554;0,328;0,31;13,943;7,609;17,559;11,003;12,721;2,341;1,608;1,384;4,741;27,256;7,434;0,856;0,009;0,243;0,751;1,304;0,119;0,427;2,351;101,665;0,108;13,49;4;0,208;30;0;0,541;2;6,422;90,826;2,752;1,085;114,57;0;9;"TABLES CALCAIRES";0;1,09;6,206;122,249;11,11;0;0,181;-0,41;0,023;0,567;-0,097;0,78;0,692;-1,076;0,049;1,667;-0,12;1,721;5,324;"TABLES CALCAIRES";"faible"
1691;"LA LAINES A VALLENTIGNY 1";"03022676";872212;6816339;84478;2012-10-03;0,166;NA;0,8;6,4;5,6;89,6;NA;3,56;NA;"";"semi-continue";"semi-continue";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Laines";15;29,68;50;88,16;0,804;35,44;2,054;5,605;5,905;0,527;0,363;0,343;12,052;2,766;12,029;7,751;9,658;1,997;1,555;1,244;3,909;43,459;2,297;0,786;0,008;0,192;0,537;0,598;0,077;0,193;1,999;101,312;0,05;10,409;2;0,201;30;0;0,39;2;41,346;51,923;6,731;0,981;129,98;0,032;9;"TABLES CALCAIRES";0;1,03;6,68;233,29;30,097;0;-0,208;-0,615;-0,024;0,381;0,53;0,335;-0,797;-1,613;-0,051;1,121;0,658;0,74;4,98;"TABLES CALCAIRES";"faible"
1693;"LA BRÉVONNE A RANCES 1";"03022896";815137;6819597;77949;2013-08-07;0,071;NA;0,9;7,5;6,1;105,5;NA;0,066;NA;"";"continue";"continue";NA;"Pas de meure de granulométrie sur la station pas de radier présent sur la station.

La limite aval correspond à un fasciès de type plat lentique.
Réalisations des mesures des transects difficile car VS dense et épineuse.
Présence de sous berge sur la station donc LPB inférieur à LM";"2009-2016";"ASCONIT CONSULTANTS";"Brevonne";15;NA;NA;NA;NA;NA;2,274;5,573;5,963;0,499;0,408;0,381;11,273;7,312;6,506;6,852;7,894;1,187;0,949;0,824;5,778;0,533;0,34;0,496;0,005;0,11;0,265;0,352;0,051;0,052;1,187;100,685;0,017;0,032;3;0,064;30;0;0,469;4;21,782;78,218;0;0,795;140,1;0,44;9;"TABLES CALCAIRES";0;1,02;5,432;3,517;0,513;0;-0,354;-0,232;-1,184;-0,154;-3,426;-0,319;-1,356;-0,607;-2,51;-0,453;-4,252;-0,703;9,883;"TABLES CALCAIRES";"tres fort"
1702;"L'Armance à Soumaintrain";"03041800";763369;6767698;81763;2013-07-31;0,842;NA;0,8;8,03;5,8;112,5;NA;0,178;NA;"";"continue";"continue";NA;"Meure de granulométrie effectué au niveau d'un plat courant.

La limite aval de station a été positionné sur un chenal lentique afin de pouvoir positionner la station sur une zone accessible à pied.";"2009-2016";"ASCONIT CONSULTANTS";"Armance";15;11;16;22,16;0,521;12,094;2,946;5,754;6,196;0,687;0,512;0,472;8,787;35,344;10,941;8,423;9,854;1,801;1,301;1,11;4,721;1,939;5,531;0,694;0,007;0,196;0,365;0,569;0,067;0,509;1,815;101,117;0,143;1,152;3;0,115;30;0;0,65;2;40,87;59,13;0;1,619;507,06;0,037;9;"TABLES CALCAIRES";0;1,45;24,126;42,128;5,001;0;-0,541;-0,556;-0,724;-0,006;-1,881;-0,476;-2,069;-1,458;-1,535;-0,018;-2,334;-1,049;8,463;"TABLES CALCAIRES";"fort"
1703;"LE RAVET A BRILLECOURT 1";"03018196";803477;6819762;84474;2013-08-06;0,044;NA;0,4;5,1;2,9;71,4;NA;2,479;NA;"";"continue";"continue";NA;"";"2009-2016";"ASCONIT CONSULTANTS";"Ravet";15;17,84;25;36,16;0,541;20,452;0,464;3,2;3,293;0,217;0,142;0,138;16,737;7,139;3,644;5,601;6,189;0,899;0,653;0,591;6,274;14,372;0,912;0,329;0,003;0,083;0,569;0,623;0,111;0,253;0,903;100,597;0,101;4,007;4;0,062;30;1;1,083;2;30,841;65,421;3,738;1,919;64,33;0;9;"TABLES CALCAIRES";0;1,05;6,751;164,178;29,312;0;-0,318;-0,075;-1,133;-0,269;-0,134;-0,489;-1,219;-0,197;-2,401;-0,792;-0,166;-1,079;5,854;"TABLES CALCAIRES";"faible"
1708;"LA VIENNE A TROYES 1";"03011175";776414;6798896;84471;2014-07-22;0,053;NA;0,3;3,85;2,11;53,9;NA;2,072;NA;"";"isolée";"continue";NA;"Cours d'eau rectifié suite à l'élaboration d'une route en RG qui longe le cours d'eau.

Présence de nombreux déchets bouteilles verre";"2009-2016";"ASCONIT CONSULTANTS";"Vienne";15;6;10;16;0,695;6,928;0,283;2,047;2,168;0,217;0,141;0,132;9,924;15,87;3,019;3,958;4,845;1,119;0,763;0,621;3,55;12,629;1,588;0,416;0,004;0,076;0,543;0,474;0,12;0,533;1,133;100,86;0,195;8,274;3;0,069;30;0;0,433;2;35,345;64,655;0;1,625;25,61;0,08;9;"TABLES CALCAIRES";0;1,02;2,174;44,189;11,164;0;-0,384;-0,557;-0,92;0,141;-0,709;-0,192;-1,471;-1,461;-1,95;0,415;-0,881;-0,425;6,603;"TABLES CALCAIRES";"moyen"
