"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
1714;"LE RUISSEAU DE MARTILLY A LAIGNES 1";"03002425";800604;6750803;84468;2014-07-30;0,019;NA;0,41;6,76;2,88;94,64;NA;1,236;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DSAM";"Robiniers faux-acacias en rive gauche. Présence d'un chemin longeant le cours d'eau en rive gauche.";"2009-2016";"ASCONIT CONSULTANTS";"Martilly";15;12;17;29;0,6;13,73;0,25;2,174;2,278;0,165;0,115;0,108;17,16;9,516;8,157;6,535;8,296;2,029;1,255;0,984;3,233;11,927;2,699;0,784;0,008;0,076;0,656;1,017;0,156;0,337;2,035;101,811;0,096;5,126;4;0,08;30;0;0,65;2;11,364;84,091;4,545;1,738;24,57;0;10;"COTES CALCAIRES EST";0;1;1,086;13,168;2,015;0;0,121;-0,676;-0,785;0,759;-0,774;0,775;0,6;-2,596;-2,29;3,193;-0,884;2,148;11,711;"COTES CALCAIRES EST";"tres fort"
1719;"L'ORNAIN A ABAINVILLE 2";"03098695";883505,52;6829487,76;78311;2014-06-16;0,65;1,3;1,38;13,5;9,63;189;NA;0,538;NA;"";"bosquets éparses";"isolée";"Réseau de gestion des eaux superficielles de la DVM";"Présence de ragondins.
Présence de pierre grossière en pied de berges au niveau des deux rives.
Coordonnées L93 aval- X-883512/ Y-6829484.
Absence de mesure de l'intensité du colmatage.";"2009-2016";"ASCONIT CONSULTANTS";"Ornain";15;7;14;27,32;0,978;8,651;5,923;10,083;10,405;0,885;0,555;0,536;12,062;7,17;15,632;13,792;14,511;1,684;1,12;1,062;8,3;5,603;2,705;0,651;0,007;0,361;0,622;1,713;0,124;0,185;1,686;100,75;0,058;1,05;5;0,214;30;1;0,231;4;15,574;59,836;24,59;1,995;324,11;0;10;"COTES CALCAIRES EST";0;1,5;38,967;205,659;14,911;0;-0,014;0,03;-0,498;-0,066;-1,234;-0,07;-0,072;0,117;-1,451;-0,279;-1,41;-0,195;3,524;"COTES CALCAIRES EST";"tres faible"
1720;"L'ORGE A BIENCOURT-SUR-ORGE 1";"03095620";872771;6832340;78297;2014-06-17;0,01;NA;0,55;7,37;3,87;103,68;NA;0,839;NA;"";"semi-continue";"semi-continue";"Réseau de gestion des eaux superficielles de la DVM";"Coordonnées L93 aval_ X-872770 Y-6832347.
Décalage du transect 15 de 50 cm vers l'amont.
Absence de mesure de l'intensité du colmatage";"2009-2016";"ASCONIT CONSULTANTS";"Orge";15;7,84;22,5;42;1,222;9,637;0,603;3,028;3,151;0,312;0,183;0,175;13,04;1,832;6,257;6,92;7,742;1,411;0,905;0,808;4,96;6,648;0,288;0,517;0,005;0,147;0,766;0,592;0,086;0,046;1,411;101,055;0,016;0,345;3;0,147;30;0;0,541;2;44,444;31,313;24,242;1,647;54,61;0;10;"COTES CALCAIRES EST";0;1,04;7,645;62,923;9,092;0;-0,095;-0,321;-0,386;0,198;-1,046;0,047;-0,473;-1,233;-1,126;0,832;-1,195;0,13;4,99;"COTES CALCAIRES EST";"faible"
1721;"LE RUISSEAU DE CHEVILLON A CHEVILLON 4";"03088630";858754,99;6827301,2;78256;2014-06-19;0,033;NA;0,63;6,02;4,4;84,28;NA;11,954;NA;"";"semi-continue";"semi-continue";"Réseau de gestion des eaux superficielles de la DVM";"La mesure des éléments granulométrique a été réalisée hors station Xl93-857827 Y-6827393 sur le radier en aval du point de prélèvement car les éléments  présents sur les radiers de la station sont encroutés par la carbonatogenèse.
Absence de mesure de l'intensité du colmatage.
Coordonnées L93 aval_X-858755 Y-6827302.
";"2009-2016";"ASCONIT CONSULTANTS";"Chevillon";15;5;15;47;1,477;6,856;0,852;3,674;3,827;0,385;0,222;0,209;12,351;1,005;3,38;5,817;6,242;0,899;0,585;0,541;6,841;63,501;0,247;0,47;0,005;0,188;0,792;0,764;0,131;0,076;0,899;100,011;0,033;5,051;4;0,211;30;0;0,541;2;50,909;41,818;7,273;1,907;21,54;0;10;"COTES CALCAIRES EST";0;1;2,625;307,83;52,922;0;0,049;0,086;0,225;-0,022;1,477;-0,03;0,245;0,33;0,657;-0,095;1,687;-0,082;3,095;"COTES CALCAIRES EST";"tres faible"
1724;"L'OSNE A CUREL 3";"03088545";858214;6823660;78253;2014-06-24;0,063;NA;0,62;7,08;4,34;99,12;NA;3,182;NA;"";"absence";"bosquets éparses";"Réseau de gestion des eaux superficielles de la DVM";"Piétinement par les bovins important.
Absence de mesure de l'intensité du colmatage.
Coordonnées Aval L93 X-858211 Y-6823664.";"2009-2016";"ASCONIT CONSULTANTS";"Osne";15;8;19;36;1,033;10,469;0,448;4,765;4,815;0,169;0,095;0,094;38,05;12,081;2,202;6,364;6,555;0,473;0,349;0,338;14,026;10,545;0,728;0,193;0,002;0,076;0,819;1,609;0,253;0,35;0,479;100,153;0,19;3,789;6;0,081;30;0;0,043;4;16,379;82,759;0,862;1,722;30,06;0;10;"COTES CALCAIRES EST";0;1,03;2,976;92,897;14,597;0;0,025;0,773;-0,816;-0,748;0,201;-0,651;0,125;2,971;-2,379;-3,144;0,23;-1,806;10,655;"COTES CALCAIRES EST";"tres fort"
1725;"RUISSEAU DE NOTRE DAME A LURE 2";"06429005";960931;6739012;82571;2015-04-14;0,053;0,053;0,5;3,9;3,3;55;NA;1,8;NA;"";"absence";"absence";NA;"";"2009-2016";"FDAAPPMA HAUTE SAONE";"Notre dame";15;1,068;2;3,9;0,996;1,304;0,435;2,861;2,963;0,194;0,151;0,145;15,611;10,382;4,435;4,053;4,609;1,25;1,096;0,963;3,252;17,01;1,906;0,788;0,008;0,07;0,461;0,433;0,107;0,435;1,26;101,017;0,133;8,403;2;0,123;30;0;0,433;2;20,652;79,348;0;1,819;17,36;1;10;"COTES CALCAIRES EST";0;1,03;2,674;47,217;11,65;0;-0,238;-0,638;-0,252;0,361;-0,448;0,367;-1,186;-2,451;-0,736;1,518;-0,511;1,018;7,42;"COTES CALCAIRES EST";"moyen"
1726;"L'ORNAIN A ALLIANCELLES 1";"03102000";838442;6857014;78326;2014-06-25;0,325;NA;1,84;16,45;12,85;230,3;NA;1,214;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.
Coordonnées aval L93 X-838761 Y-6857139.
";"2009-2016";"ASCONIT CONSULTANTS";"Ornain";15;9;19,5;30;0,828;11,11;5,327;10,979;11,383;0,883;0,472;0,45;16,915;2,979;23,565;18,881;19,883;2,021;1,26;1,192;9,858;14,202;2,751;0,721;0,007;0,431;0,879;3,227;0,171;0,121;2,022;101;0,035;1,78;4;0,515;30;10;1,299;2;13,534;77,444;9,023;1,579;897,14;0;10;"COTES CALCAIRES EST";0;1,78;0,902;10,742;0,569;0;-0,048;0,109;0,106;-0,136;-0,274;-0,25;-0,241;0,419;0,31;-0,573;-0,313;-0,693;2,549;"COTES CALCAIRES EST";"tres faible"
1733;"LA TRAIRE A POULANGY 1";"03085837";866771,55;6773368,94;78230;2014-07-28;0,404;NA;0,88;10,44;6,18;146,16;NA;1,646;NA;"";"semi-continue";"semi-continue";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.
Coordonnées L93 aval X-866692 Y-6773403.";"2009-2016";"ASCONIT CONSULTANTS";"Traire";15;25;46;78,16;0,766;29,966;3,175;7,086;7,409;0,63;0,428;0,405;13,195;5,725;20,464;11,003;13,036;2,533;1,853;1,562;4,37;25,217;6,398;1,01;0,01;0,299;0,664;1,205;0,109;0,322;2,539;101,788;0,076;9,486;4;0,237;30;0;0,541;2;20,144;73,381;6,475;2,001;128,36;0;10;"COTES CALCAIRES EST";0;1,12;16,189;261,408;23,757;0;0,076;-0,526;-0,142;0,572;-0,249;0,736;0,38;-2,021;-0,415;2,404;-0,285;2,04;7,545;"COTES CALCAIRES EST";"fort"
1744;"LA CHEE A NETTANCOURT 1";"03096400";842720;6865548;78303;2013-08-21;0,208;NA;0,8;11,7;5,9;163,8;NA;2,167;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.";"2009-2016";"ASCONIT CONSULTANTS";"Chee";15;17;25;36;0,535;19,367;1,438;6,392;6,577;0,418;0,221;0,213;19,184;8,716;17,181;12,177;13,981;1,906;1,414;1,23;6,438;26,158;8,005;0,614;0,006;0,194;0,888;1,37;0,113;0,472;1,918;101,322;0,127;14,14;4;0,193;30;0;0,65;2;4,294;95,706;0;0,902;159,61;0;10;"COTES CALCAIRES EST";0;1,39;14,897;316,684;26,008;0;0,103;-0,159;-0,409;0,233;0,057;0,435;0,513;-0,609;-1,192;0,98;0,065;1,206;4,565;"COTES CALCAIRES EST";"faible"
1746;"LA CHÉE A LES HAUTS-DE-CHEE 4";"03096310";859451;6863652;78301;2013-08-20;0,045;NA;0,4;4,2;2,7;58,8;NA;6,752;NA;"";"bosquets éparses";"semi-continue";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.
Coordonnées L93 aval X-859451 Y-6863652.";"2009-2016";"ASCONIT CONSULTANTS";"Chee";15;35;54;74,16;0,534;39,152;0,457;3,395;3,48;0,223;0,132;0,128;16,111;4,709;2,376;5,494;5,814;0,634;0,433;0,408;8,744;27,024;0,506;0,251;0,003;0,084;0,624;0,774;0,141;0,22;0,637;100,215;0,108;6,219;5;0,058;30;0;0,35;1;15,541;79,73;4,73;1,778;23,51;0;10;"COTES CALCAIRES EST";0;1,04;2,731;180,894;32,928;0;-0,038;0,323;-1,097;-0,393;0,918;-0,433;-0,189;1,242;-3,198;-1,653;1,049;-1,2;8,53;"COTES CALCAIRES EST";"fort"
1801;"LE NAVETON A BAR-LE-DUC 1";"03100440";861023;6855764;78324;2013-08-19;0,009;NA;0,2;6,3;1,5;88,2;NA;9,241;NA;"";"bosquets éparses";"bosquets éparses";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.
Coordonnées aval L93 X-861023 Y-6855764.";"2009-2016";"ASCONIT CONSULTANTS";"Naveton";15;NA;NA;NA;NA;NA;0,172;1,492;1,609;0,193;0,118;0,106;8,726;2,428;3,934;5,509;6,347;1,152;0,719;0,623;4,826;56,487;0,67;0,417;0,004;0,09;0,764;0,819;0,149;0,173;1,154;100,553;0,065;11,261;4;0,1;30;0;0,31;4;10,853;17,054;72,093;1,104;20,69;0;10;"COTES CALCAIRES EST";0;1,07;2,076;188,198;34,16;0;0,009;-0,259;-0,511;0,236;1,213;0,146;0,043;-0,996;-1,491;0,992;1,387;0,403;5,312;"COTES CALCAIRES EST";"faible"
1805;"LE LANDION A VANLAY 1";"03041348";775539;6770340;84495;2014-06-03;0,218;NA;0,8;8,57;5,58;120;NA;6;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DSAM";"";"2009-2016";"ASCONIT CONSULTANTS";"Landion";15;9,84;43,5;136,08;2,162;14,408;1,815;5,711;5,943;0,45;0,309;0,293;17,099;3,513;10,379;8,537;9,622;1,633;1,23;1,087;5,378;63,975;2,986;0,651;0,007;0,232;0,73;0,88;0,103;0,293;1,637;100,827;0,086;20,781;4;0,222;30;0;0,866;2;23,585;48,113;28,302;2,243;90,52;0;10;"COTES CALCAIRES EST";0;1,08;5,994;352,807;41,327;0;-0,058;-0,286;-0,112;0,219;0,994;0,26;-0,289;-1,1;-0,328;0,92;1,136;0,72;4,493;"COTES CALCAIRES EST";"tres faible"
1807;"LA BARBOURE A BOVIOLLES 2";"03099380";876135;6840519;78316;2013-08-19;0,115;NA;1,1;11,3;7,6;158,2;NA;0,901;NA;"";"semi-continue";"semi-continue";"Réseau de suivi qualitatif des eaux superficielles dans le bassin Seine Normandie (RNB)";"Absence de mesure de l'intensité du colmatage.";"2009-2016";"ASCONIT CONSULTANTS";"Barboure";15;20;37;60,32;0,766;22,773;1,928;6,441;6,651;0,49;0,297;0,286;15,731;4,574;9,085;9,869;10,585;1,33;0,93;0,863;7,581;7,63;1,131;0,502;0,005;0,196;0,638;1,931;0,196;0,128;1,331;100,77;0,043;1,043;3;0,164;30;0;0,541;2;2,041;78,571;19,388;1,666;68,52;0;10;"COTES CALCAIRES EST";0;1,15;7,367;65,116;6,598;0;0,182;0,082;-0,342;0,083;-0,942;0,288;0,907;0,316;-0,997;0,348;-1,076;0,799;4,443;"COTES CALCAIRES EST";"tres faible"
1811;"LA SUIZE A CHAUMONT 1";"03085945";857960;6780458;78236;2013-06-19;0,253;NA;0,7;6,6;4,9;92,4;NA;4,946;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.";"2009-2016";"ASCONIT CONSULTANTS";"Suize";15;33,84;71,5;190,8;1,127;43,593;1,62;5,041;5,255;0,469;0,316;0,302;11,887;4,938;6,003;7,056;7,761;1,176;0,853;0,774;6,115;37,552;1,757;0,468;0,005;0,168;0,515;0,559;0,079;0,297;1,181;100,483;0,104;12,156;3;0,137;30;5;0,65;2;12,5;60,938;26,562;2,022;146,69;0;10;"COTES CALCAIRES EST";0;1,23;25,495;1237,024;175,306;0;-0,414;-0,202;-0,727;-0,229;0,87;-0,568;-2,058;-0,777;-2,119;-0,963;0,994;-1,573;8,484;"COTES CALCAIRES EST";"fort"
1812;"LE RUISSEAU DE VRINVAL A MUSSEY-SUR-MARNE 1";"03087500";857411;6809667;78244;2013-06-19;0,035;NA;0,3;2,6;1,8;36,4;NA;18,074;NA;"";"absence";"absence";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.
Mesure de la granulométrie réalisée hors station.";"2009-2016";"ASCONIT CONSULTANTS";"Vrinval";15;26;39;56,16;0,609;29,719;0,175;1,39;1,512;0,226;0,127;0,115;7,06;6,277;0,996;2,529;2,923;0,637;0,394;0,34;4,043;60,281;0,409;0,298;0,003;0,088;0,685;0,268;0,106;0,417;0,646;100,091;0,213;29,012;3;0,094;30;0;0;1;33,333;54,167;12,5;1,934;8,19;0;10;"COTES CALCAIRES EST";0;1,01;0,825;146,277;57,833;0;-0,453;-0,351;-0,32;-0,128;1,751;-0,691;-2,254;-1,35;-0,932;-0,536;2,001;-1,915;8,988;"COTES CALCAIRES EST";"fort"
1816;"LA MANOISE A REYNEL 3";"03094380";872142;6798865;78287;2013-06-18;0,582;NA;0,7;7,7;4,7;107,8;NA;3,525;NA;"";"semi-continue";"semi-continue";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.";"2009-2016";"ASCONIT CONSULTANTS";"Manoise";15;24,84;45;86;0,905;29,949;1,622;4,738;5,07;0,591;0,345;0,32;9,231;12,91;7,848;8,189;9,14;1,508;0,97;0,865;5,529;29,915;5,461;0,535;0,005;0,228;0,679;1,523;0,186;0,706;1,534;100,752;0,23;23,684;4;0,183;30;0;0,39;4;35;57,857;7,143;1,812;63,4;0;10;"COTES CALCAIRES EST";0;1,15;8,32;287,708;35,131;0;0,022;-0,226;-0,212;0,228;0,411;0,187;0,11;-0,869;-0,619;0,957;0,47;0,518;3,542;"COTES CALCAIRES EST";"tres faible"
1817;"LE RUISSEAU DU VAL D'ORSOY A LANQUES-SUR-ROGNON 1";"03093445";878190;6779126;78277;2013-06-18;0,04;NA;0,6;5,4;4,2;75,6;NA;10,053;NA;"";"absence";"absence";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.";"2009-2016";"ASCONIT CONSULTANTS";"Val d'orsoy";15;33;49,5;84,8;0,684;40,37;0,292;3,1;3,173;0,181;0,099;0,095;21,271;6,563;1,921;4,786;5,071;0,572;0,406;0,38;8,737;37,447;0,663;0,346;0,003;0,075;0,766;1,438;0,3;0,364;0,579;100,018;0,184;14,537;3;0,157;30;0;0;1;8,989;68,539;22,472;1,706;15,91;0;10;"COTES CALCAIRES EST";0;1,03;2,595;255,919;53,474;0;-0,042;0,358;0,016;-0,399;1,26;-0,419;-0,211;1,376;0,046;-1,679;1,44;-1,161;5,913;"COTES CALCAIRES EST";"faible"
1818;"LA BONNELLE A LANGRES 3";"03085674";872840;6755940;78221;2013-06-17;0,154;NA;0,5;5,6;3,3;78,4;NA;5,757;NA;"";"bosquets éparses";"bosquets éparses";"Réseau de gestion hydrobiologique de la DREAL Champagne-Ardennes";"Absence de mesure de l'intensité du colmatage.";"2009-2016";"ASCONIT CONSULTANTS";"Bonnelle";15;24;38;95,48;0,927;29,487;0,498;3,283;3,432;0,254;0,154;0,146;14,829;14,681;4,556;5,722;6,551;1,154;0,798;0,697;4,981;39,342;3,988;0,469;0,005;0,086;0,548;0,461;0,081;0,884;1,194;100,715;0,318;39,589;4;0,108;30;0;0,433;2;19,672;64,754;15,574;1,885;18,99;0;10;"COTES CALCAIRES EST";0;1,01;2,302;130,008;22,72;0;0,076;-0,22;-0,409;0,259;0,728;0,342;0,377;-0,845;-1,192;1,088;0,832;0,948;5,283;"COTES CALCAIRES EST";"faible"
1819;"LA MOUCHE A HUMES-JORQUENAY 2";"03085675";870654;6757367;78222;2013-06-17;0,59;NA;0,8;7;5,6;98;NA;2,837;NA;"";"semi-continue";"semi-continue";"Réseau de suivi qualitatif des eaux superficielles dans le bassin Seine Normandie (RNB)";"Absence de mesure de l'intensité du colmatage.";"2009-2016";"ASCONIT CONSULTANTS";"Mouche";15;37,68;95;235,8;1,239;54,195;2,837;5,118;5,677;0,778;0,567;0,505;7,385;6,156;6,944;6,781;7,897;1,469;1,038;0,883;4,803;24,577;2,096;0,59;0,006;0,256;0,439;1,111;0,164;0,306;1,474;100,557;0,097;8,79;2;0,28;30;3;0,39;4;39,56;46,154;14,286;2,192;81,02;0;10;"COTES CALCAIRES EST";0;1,38;9,205;256,184;37,782;0;-0,25;-0,389;0,148;0,141;0,229;-0,078;-1,246;-1,495;0,432;0,592;0,262;-0,215;4,243;"COTES CALCAIRES EST";"tres faible"
1821;"LE RIGOLOT A VIGNORY 3";"03086621";857358,5;6799288,8;78243;2012-09-10;0,001;NA;0,15;2,5;1,1;35;NA;9,029;NA;"";"absence";"isolée";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.
Coordonnées aval X-857325 Y-6799298.
La mesure de la granulométrie sur radier a été réalisée sur 50 éléments.";"2009-2016";"ASCONIT CONSULTANTS";"Rigolot";15;18;26;35,16;0,47;20,46;0,081;1,001;1,087;0,117;0,083;0,074;13,951;0,736;0,441;1,497;1,882;0,389;0,299;0,236;4,025;20,882;0,012;0,183;0,002;0,067;0,816;0,342;0,229;0,027;0,389;100,113;0,016;0,722;3;0,065;30;0;0,014;1;41,007;58,993;0;1,466;10,66;0;10;"COTES CALCAIRES EST";0;1;1,212;107,352;71,722;0;-1,068;-0,38;-0,764;-0,686;1,095;-1,658;-5,313;-1,46;-2,228;-2,887;1,251;-4,596;17,735;"COTES CALCAIRES EST";"tres fort"
1856;"LA MALDITE A GONDRECOURT-LE-CHATEAU 1";"03098291";884554,66;6824125,94;101791;2015-05-12;0,486;NA;0,91;9,2;6,39;128,8;NA;0,699;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.
La mesure de la granulométrie sur radier a été réalisée hors station.";"2009-2016";"ASCONIT CONSULTANTS";"Maldite";15;25,84;41,5;64;0,653;29,149;1,411;6,138;6,217;0,326;0,231;0,227;19,592;34,967;5,093;9,006;9,26;0,809;0,567;0,551;11,216;3,776;3,163;0,316;0,003;0,089;0,373;0,559;0,062;0,625;0,829;100,458;0,266;2,418;4;0,041;30;0;1,299;2;36,207;63,793;0;1,922;127,98;0;10;"COTES CALCAIRES EST";0;1,03;17,16;117,669;13,065;0;-0,123;0,417;-1,908;-0,569;-1,106;-0,653;-0,611;1,601;-5,562;-2,392;-1,264;-1,809;13,241;"COTES CALCAIRES EST";"tres fort"
1857;"LE RUISSEAU DE MOIRON A LUZY-SUR-MARNE 1";"03085857";865177,21;6774011,88;100981;2015-07-27;0,029;NA;0,54;5,2;3,81;72,8;NA;5,893;NA;"";"continue";"continue";"Réseau de gestion des eaux superficielles de la DVM";"Absence de la mesure de l'intensité du colmatage.";"2009-2016";"ASCONIT CONSULTANTS";"Moiron";15;35,84;58,5;84,16;0,607;40,562;0,714;3,497;3,668;0,303;0,201;0,186;17,397;1,621;4,184;5,822;6,548;1,031;0,737;0,647;5,876;37,401;0,389;0,415;0,004;0,171;0,839;1,124;0,193;0,095;1,032;100,514;0,036;4,01;4;0,163;30;2;0,65;2;2,479;85,95;11,57;1,809;18,13;0;10;"COTES CALCAIRES EST";0;1,02;2,114;122,211;20,991;0;0,109;-0,05;0,018;0,158;0,745;0,284;0,542;-0,194;0,051;0,664;0,851;0,786;3,089;"COTES CALCAIRES EST";"tres faible"
1858;"LE RUISSEAU DE POINSON A NOGENT 2";"03085805";874457,65;6770486,76;100952;2015-07-28;0,029;NA;0,59;6,67;4,12;93,38;NA;0,107;NA;"";"semi-continue";"semi-continue";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage et de la mesure de la granulométrie sur radier.";"2009-2016";"ASCONIT CONSULTANTS";"Poinson";15;NA;NA;NA;NA;NA;2,04;3,672;4,348;0,885;0,559;0,466;4,483;2,287;7,252;5,897;7,577;1,996;1,23;0,956;2,975;1,003;0,166;0,756;0,008;0,308;0,55;0,63;0,107;0,023;1,996;101,106;0,007;0,03;4;0,264;30;1;0,541;2;75,652;2,609;21,739;1,249;32,87;0;10;"COTES CALCAIRES EST";0;1,07;4,876;5,118;0,868;0;-0,082;-0,785;0,335;0,671;-3,178;0,489;-0,406;-3,017;0,977;2,821;-3,632;1,355;12,208;"COTES CALCAIRES EST";"tres fort"
1860;"LE RUISSEAU DES SOINTURES A LEFFONDS 2";"03085929";862721,53;6767625,45;101003;2015-07-28;0,017;NA;0,37;3,56;2,61;49,84;NA;0,823;NA;"";"isolée";"espacée-régulière";"Réseau de gestion des eaux superficielles de la DVM";"Absence de mesure de l'intensité du colmatage.";"2009-2016";"ASCONIT CONSULTANTS";"Sointures";15;9;13,5;17;0,572;9,779;0,329;2,213;2,353;0,228;0,147;0,136;11,841;6,806;1,148;2,899;3,292;0,546;0,399;0,349;5,504;2,821;0,111;0,231;0,002;0,101;0,653;0,307;0,106;0,1;0,547;100,298;0,052;0,313;3;0,096;30;0;0,043;1;57;43;0;1,689;9,76;0;10;"COTES CALCAIRES EST";0;1,12;1,021;8,243;2,844;0;-0,377;-0,059;-0,344;-0,325;-1,313;-0,65;-1,874;-0,226;-1,004;-1,365;-1,5;-1,802;7,772;"COTES CALCAIRES EST";"fort"
1873;"COZANNE A CHANGE";"06610210";824172;6647986;71871;2015-09-30;0,082;NA;0,65;7,9;4,53;111,6;NA;8,84;NA;"";"espacée-régulière";"espacée-régulière";NA;"Par rapport au relevé 2012 la Cozanne a remodifié son lit. Des embâcles ont disparus et la rivière a court-circuité son méandre à ce niveau.";"2009-2016";"GREBE";"Cozanne";15;30,84;54,5;74;0,697;36,249;1,244;4,885;5,145;0,421;0,26;0,24;17,309;1,813;6,825;8,872;9,746;1,195;0,796;0,719;7,957;62,343;0,933;0,469;0,005;0,224;0,876;2,837;0,32;0,143;1,196;100,287;0,052;9,735;5;0,262;30;0;0,628;2;21,477;77,181;1,342;1,929;40,69;0,229;10;"COTES CALCAIRES EST";0;1,13;2,143;185,842;20,947;0;0,254;0,179;0,272;0,105;1,266;0,304;1,263;0,686;0,793;0,442;1,447;0,843;5,474;"COTES CALCAIRES EST";"faible"
1912;"LE RUISSEAU DE LA VALLEE A GIMECOURT 1";"03156155";872955,42;6863153,93;105246;2015-06-15;0,015;NA;0,2;4,84;1,38;67,76;NA;0,239;NA;"";"isolée";"bosquets éparses";"Réseau de gestion des eaux superficiellesde la DVO";"Absence de la mesure de l'intensité du colmatage.";"2009-2016";"ASCONIT CONSULTANTS";"Vallee";15;11;19;34,16;0,792;13,958;0,22;1,472;1,629;0,217;0,15;0,126;9,39;17,544;2,286;4,059;4,937;1,053;0,566;0,466;3,922;1,092;0,373;0,41;0,004;0,134;0,905;0,296;0,073;0,164;1,055;100,83;0,07;0,216;3;0,204;30;0;0,058;1;68,657;31,343;0;1,531;14,53;0;10;"COTES CALCAIRES EST";0;1,05;1,833;4,298;1,059;0;-0,176;-0,434;0,298;0,234;-2,492;-0,192;-0,875;-1,668;0,87;0,984;-2,848;-0,532;7,777;"COTES CALCAIRES EST";"fort"
